Product_Name,Order_Guide_Line_No,Product_Code,UPC_Code,Category,Unit_Of_Measure,Case_Weight,Case_Size_WxHxD,Unit_Weight,Unit_Size_WxHxD,Pallet_Qty,Country_Of_Origin,Availability,Unit_Price,Image_link
2PK COCOA BUTTER SOAP COLRALIT,,56104C,780707561041,Bar Soap & Personal Wipes,24/3.5 OZ,12 lbs,"9.45"" x 14.96"" x 5.91""",,,"4,056 units",,,,http://p2.glwholesale.com/l/56104C.jpg
2pk FIRST SPRING SOAP COLRALIT,,56105C,780707561058,Bar Soap & Personal Wipes,24/3.5 OZ,12 lbs,"9.45"" x 14.96"" x 5.91""",,,"4,056 units",,,,http://p2.glwholesale.com/l/56105C.jpg
2 pack Coralite Moisturizer Soap 3.5 oz (Dove),,56109C,780707561096,Bar Soap & Personal Wipes,24/3.5 OZ,13 lbs,"9.45"" x 14.96"" x 5.91""",,,"4,056 units",,,,http://p2.glwholesale.com/l/56109C.jpg
Silkience Moist Body Wash with Shea & Cocoa Butter,3626,48360S,870929004836,"Body Wash, Shower Gels & Poufs",12/16 OZ,15 lbs,"7.48"" x 9.84"" x 9.84""",,,960 units,,,,http://p2.glwholesale.com/l/48360S.jpg
XtraCare Liquid Hand Soap w/Pump Warm Vanilla,3558,4960705904,849607059048,Liquid Soaps & Sanitizers,12/15 OZ,13 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,080 units",,,,http://p2.glwholesale.com/l/4960705904.jpg
XtraCare Body Wash Raspberry Vanilla,3614,55545XC,849607055453,"Body Wash, Shower Gels & Poufs",12/13.5 OZ,12 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,104 units",,,,http://p2.glwholesale.com/l/55545XC.jpg
Dalan Multi Care Almond & Milk Creamy Soap 3.2 oz,,17909D,739835007617,Bar Soap & Personal Wipes,24/3 CT,18 lbs,"9.06"" x 15.35"" x 7.87""",,,"2,808 units",,,,http://p2.glwholesale.com/l/17909D.jpg
Dalan Multi Care Cucumber & Milk Creamy Soap 3.2,,17923D,739835007631,Bar Soap & Personal Wipes,24/3 CT,17 lbs,"15.35"" x 9.06"" x 7.87""",,,"2,808 units",,,,http://p2.glwholesale.com/l/17923D.jpg
Xcess Men's High Impact Ripped Body Wash- Gel - (Axe),3630,244-8,041348002448,"Body Wash, Shower Gels & Poufs",12/13 OZ,11 lbs,"9.84"" x 7.48"" x 5.91""",,,"1,872 units",United States,,,http://p2.glwholesale.com/l/244-8.jpg
Oil of Life Moisturizing Body Wash 2 in1,3632,287-5,041348002875,"Body Wash, Shower Gels & Poufs",12/15 OZ,13 lbs,"11.81"" x 6.69"" x 9.06""",,,"1,584 units",United States,,,http://p2.glwholesale.com/l/287-5.jpg
Dalan Cocoa Butter Cream Soap 3.2 oz,3598,3983500750,739835007501,Bar Soap & Personal Wipes,24/3 CT,18 lbs,"9.06"" x 15.35"" x 7.87""",,,"2,808 units",,,,http://p2.glwholesale.com/l/3983500750.jpg
Dial Bar Soap Hypoallergenic 3.2 oz,3600,1330922,017000003009,Bar Soap & Personal Wipes,12/3 CT,8 lbs,"5.12"" x 9.84"" x 6.69""",,,"2,496 units",United States,,,http://p2.glwholesale.com/l/1330922.jpg
Dalan Shea Butter Cream Soap 3.2 oz,3594,13444D,8690529514748,Bar Soap & Personal Wipes,24/3 CT,18 lbs,"9.06"" x 15.35"" x 7.87""",,,"2,808 units",,,,http://p2.glwholesale.com/l/13444D.jpg
Liquid Hand Soap Anti-Bacterial,,141806S,041498141806,Liquid Soaps & Sanitizers,12/7.5 OZ,7 lbs,,,,"2,184 units",,,,http://p2.glwholesale.com/l/141806S.jpg
XtraCare Anti Bacterial Liquid Hand Soap w/Pump Mo,3550,05908XC,849607059086,Liquid Soaps & Sanitizers,24/7.5 OZ,14 lbs,"13.39"" x 9.84"" x 6.69""",,,"1,248 units",,,,http://p2.glwholesale.com/l/05908XC.jpg
XtraCare Anti Bacterial Liquid Hand Soap w/Pump St,3552,05909XC,849607059093,Liquid Soaps & Sanitizers,24/7.5 OZ,14 lbs,"13.39"" x 9.84"" x 6.69""",,,"1,248 units",,,,http://p2.glwholesale.com/l/05909XC.jpg
XtraCare Anti Bacterial Liquid Hand Soap w/Pump Fr,3554,05910XC,849607059109,Liquid Soaps & Sanitizers,24/7.5 OZ,14 lbs,"13.39"" x 9.84"" x 6.69""",,,"1,248 units",,,,http://p2.glwholesale.com/l/05910XC.jpg
XtraCare Anti Bacterial Liquid Hand Soap w/Pump Or,3556,05911XC,849607059116,Liquid Soaps & Sanitizers,24/7.5 OZ,14 lbs,"13.39"" x 9.84"" x 6.69""",,,"1,248 units",,,,http://p2.glwholesale.com/l/05911XC.jpg
Dove Cream Bar Soap White 100g/3.5 oz,3602,07699D,8000700000005,Bar Soap & Personal Wipes,48/3.5 OZ,12 lbs,"5.91"" x 7.09"" x 14.96""",,,"6,240 units",,,,http://p2.glwholesale.com/l/07699D.jpg
XtraCare Liquid Hand Soap w/Pump Cherry Berry,3544,05905XC,849607059055,Liquid Soaps & Sanitizers,12/15 OZ,13 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,080 units",,,,http://p2.glwholesale.com/l/05905XC.jpg
XtraCare Liquid Hand Soap w/Pump Ocean Mist,3546,05906XC,849607059062,Liquid Soaps & Sanitizers,12/15 OZ,13 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,200 units",,,,http://p2.glwholesale.com/l/05906XC.jpg
XtraCare Anti Bacterial Liquid Hand Soap w/Pump Or,3548,05907XC,849607059079,Liquid Soaps & Sanitizers,12/15 OZ,13 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,296 units",,,,http://p2.glwholesale.com/l/05907XC.jpg
Xtracare Antibac Foaming Hand Wash With Pump - Pi,3536,05620XC,849607056207,Liquid Soaps & Sanitizers,12/8 OZ,8 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,152 units",,,,http://p2.glwholesale.com/l/05620XC.jpg
XtraCare Liquid Hand Soap w/Pump Lavendar Chamomil,3538,05901XC,849607059017,Liquid Soaps & Sanitizers,12/15 OZ,13 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,080 units",,,,http://p2.glwholesale.com/l/05901XC.jpg
XtraCare Liquid Hand Soap w/Pump Sweet Pea Blossom,3540,05902XC,849607059024,Liquid Soaps & Sanitizers,12/15 OZ,13 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,080 units",,,,http://p2.glwholesale.com/l/05902XC.jpg
XtraCare Liquid Hand Soap w/Pump Cucumber Melon,3542,05903XC,849607059031,Liquid Soaps & Sanitizers,12/15 OZ,13 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,080 units",,,,http://p2.glwholesale.com/l/05903XC.jpg
XtraCare Acne Fighting Body Wash,3612,05023XC,849607050236,"Body Wash, Shower Gels & Poufs",12/12 OZ,11 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,008 units",,,,http://p2.glwholesale.com/l/05023XC.jpg
Xtracare Kids Liquid Hand Soap With Pump - Very Be,3530,05490XC,849607054906,Liquid Soaps & Sanitizers,24/7.5 OZ,14 lbs,"39.37"" x 0.79"" x 39.37""",,,"1,248 units",,,,http://p2.glwholesale.com/l/05490XC.jpg
Xtracare Kids Liquid Hand Soap With Pump - Tropica,3532,05491XC,849607054913,Liquid Soaps & Sanitizers,24/7.5 OZ,14 lbs,"39.37"" x 0.79"" x 39.37""",,,"1,248 units",,,,http://p2.glwholesale.com/l/05491XC.jpg
XtraCare Instant Hand Sanitizer w/Moisturizer & Al,3534,05592XC,849607055927,Liquid Soaps & Sanitizers,24/*8 OZ,14 lbs,"39.37"" x 0.39"" x 39.37""",,,"1,680 units",,,,http://p2.glwholesale.com/l/05592XC.jpg
"Fleece Throw Solid Assorted 50x60""""""""",3516,MW6050S,852038050607,"Pillows, Bedding & Throws",24/1 CT,17 lbs,"24.02"" x 12.60"" x 14.17""",,,864 units,,,,http://p2.glwholesale.com/l/MW6050S.jpg
"12"" x 12"" Yarn Dyed Dish Cloths 2 Pk",3494,PA87455,878848874554,Kitchen & Table Textiles,72/2 PK,,,,,0 units,,,,http://p2.glwholesale.com/l/PA87455.jpg
QUILTED SQR POTHLDR - CHROME L,,APR102,,Kitchen & Table Textiles,360/EACH,3 lbs,,,,0 units,,,,http://p2.glwholesale.com/l/APR102.jpg
TELESCOPING UNITED STATES FLAG,,90327,039593903276,Flags,96/EACH,10 lbs,"10.63"" x 13.39"" x 17.72""",,,0 units,,,,http://p2.glwholesale.com/l/90327.jpg
"U.S. Flag. 8"" x 12"" Cotton Wood Staff. made in US.",3520,8519925432,085199254328,Flags,144/1 CT,1 lbs,"1.57"" x 1.57"" x 24.02""",,,"4,320 units",United States,,,http://p2.glwholesale.com/l/8519925432.jpg
"US Flag 4"" X 6"" Cotton Stick Flag, Made in USA",3518,8519925431,085199254311,Flags,144/1 CT,2 lbs,"14.57"" x 9.45"" x 5.12""",,,"27,648 units",United States,,,http://p2.glwholesale.com/l/8519925431.jpg
"Wash Cloth Solid 11"""""""" x 11"""""""" 4 Pack Assorted Color",3514,20062W,081133200628,Bath Textiles,144/4 PK,3 lbs,"5.51"" x 5.12"" x 11.42""",,,"41,472 units",,,,http://p2.glwholesale.com/l/20062W.jpg
Pot Holders 2 Pack Square Solid Woven Assorted,,20089H,081133200895,Kitchen & Table Textiles,144/2 PK,2 lbs,"7.87"" x 5.51"" x 7.87""",,,"5,184 units",,,,http://p2.glwholesale.com/l/20089H.jpg
Waffle Weave Dish Cloth 12 x 12 4-Pack Assorted,3506,20163C,081133201632,Kitchen & Table Textiles,144/4 PK,2 lbs,"12.99"" x 6.69"" x 3.94""",,,"6,912 units",,,,http://p2.glwholesale.com/l/20163C.jpg
USA CAR FLAG,3528,35390,039593353903,Flags,96/EACH,9 lbs,"12.60"" x 23.62"" x 8.66""",,,0 units,,,,http://p2.glwholesale.com/l/35390.jpg
CANADIAN CAR FLAG,,35391,039593353903,Flags,96/EACH,8 lbs,"12.60"" x 23.62"" x 8.66""",,,0 units,,,,http://p2.glwholesale.com/l/35391.jpg
2PK OVEN GLOVES,3512,590000,792215590000,Kitchen & Table Textiles,32/EACH,19 lbs,"13.39"" x 23.62"" x 11.81""",,,0 units,,,,http://p2.glwholesale.com/l/590000.jpg
"Bright Kitchen Towel 6 ass't Solid Colors 15x25""",3500,20009K,081133200093,Kitchen & Table Textiles,72/1 CT,2 lbs,"6.69"" x 3.94"" x 12.99""",,,0 units,,,,http://p2.glwholesale.com/l/20009K.jpg
"Dish Cloth Checked 12"""""""" x 12"""""""" 2 Pack Assorted Col",3502,20016C,081133200161,Kitchen & Table Textiles,144/2 PK,3 lbs,"6.69"" x 7.09"" x 12.99""",,,"5,040 units",,,,http://p2.glwholesale.com/l/20016C.jpg
"Soild Color Kitchen Towel 15"" x 25"" 6 Assorted Color",,20033K,081133200338,Kitchen & Table Textiles,144/1 CT,2 lbs,"11.81"" x 5.91"" x 6.69""",,,0 units,,,,http://p2.glwholesale.com/l/20033K.jpg
BLACK PU DIPPED PGRIP GLOVE LA,,SP4638BKL,744897135727,Utility/Work Gloves,144/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/SP4638BKL.jpg
BLACK PU DIPPED PGRIP GLOVE XL,,SP4638BKXL,744897135758,Utility/Work Gloves,144/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/SP4638BKXL.jpg
"30"" GOLF UMBRELLA",3486,650001,792215650001,Rain Gear,24/EACH,26 lbs,"12.99"" x 16.54"" x 40.55""",,,0 units,,,,http://p2.glwholesale.com/l/650001.jpg
Magic Glove Black Only,,26111WW,088168261112,Winter Gloves & Mittens,240/1 PR,18 lbs,"12.60"" x 15.75"" x 17.72""",,,"5,760 units",,,,http://p2.glwholesale.com/l/26111WW.jpg
Winter Knit Gloves Assorted Solid Colors,,26126WW,088168261266,Winter Gloves & Mittens,72/1 PR,2 lbs,"15.75"" x 18.90"" x 20.47""",,,0 units,,,,http://p2.glwholesale.com/l/26126WW.jpg
Microfleece Ladies Ski Gloves Assorted,,S4573LD-L,744897139459,Winter Gloves & Mittens,72/1 PR,20 lbs,"20.08"" x 14.96"" x 20.08""",,,0 units,,,,http://p2.glwholesale.com/l/S4573LD-L.jpg
Microfleece KIDS Ski Gloves Assorted,,S4575KD-M,74489713951-0,Winter Gloves & Mittens,72/1 PR,18 lbs,,,,0 units,,,,http://p2.glwholesale.com/l/S4575KD-M.jpg
Kid's Ski Mittens 5 Assorted Solid Colors,,S4576KD,744897139558,Winter Gloves & Mittens,72/1 PR,9 lbs,"14.17"" x 11.02"" x 16.93""",,,0 units,,,,http://p2.glwholesale.com/l/S4576KD.jpg
LADIES SPORTS SOCKS 3pr,,JM00038,878848000380,Socks,80/3 PK,,,,,0 units,,,,http://p2.glwholesale.com/l/JM00038.jpg
Girl's Knit Beanie Hats Assorted Colors,,S3502B-GR,744897140219,"Hats, Headwear & Misc.",120/EACH,16 lbs,"11.81"" x 18.90"" x 16.14""",,,0 units,,,,http://p2.glwholesale.com/l/S3502B-GR.jpg
"Magic Striped Fuzzy Mittens Kids (S,M,L)",,S4521M-M,744897139947,Winter Gloves & Mittens,144/1 PR,10 lbs,"14.96"" x 14.17"" x 11.02""",,,0 units,,,,http://p2.glwholesale.com/l/S4521M-M.jpg
"Men's Microfleece Ski Gloves Assorted L, XL, 2XL",,S4565XL,744897139350,Winter Gloves & Mittens,72/1 PR,21 lbs,"20.08"" x 16.14"" x 20.08""",,,0 units,,,,http://p2.glwholesale.com/l/S4565XL.jpg
"Men's Microfleece Ski Gloves Assorted L, XL, 2XL",,S4566XL,744897139374,Winter Gloves & Mittens,72/1 PR,20 lbs,,,,0 units,,,,http://p2.glwholesale.com/l/S4566XL.jpg
NEON ORANGE WORK GLOVES,3454,99085,039593990856,Utility/Work Gloves,48/EACH,16 lbs,"12.20"" x 19.69"" x 11.02""",,,0 units,,,,http://p2.glwholesale.com/l/99085.jpg
INFINITY WEAVE SCARVES-ASST CO,,F043-ASST,,"Hats, Headwear & Misc.",70/1 EA,,,,,0 units,,,,http://p2.glwholesale.com/l/F043-ASST.jpg
Thermal Crew Sport Sock Size 10-13,3478,H28-13,701953040388,Socks,180/1 PR,2 lbs,"7.87"" x 11.42"" x 4.33""",,,"4,500 units",,,,http://p2.glwholesale.com/l/H28-13.jpg
CHILDRENS RAIN PONCHO,3484,77520,039593775200,Rain Gear,72/EACH,11 lbs,"9.06"" x 13.78"" x 9.84""",,,0 units,,,,http://p2.glwholesale.com/l/77520.jpg
Wool Blend Snowflake Gloves Assorted Colors,,8816826209,088168262096,Winter Gloves & Mittens,144/1 PR,2 lbs,"9.84"" x 1.97"" x 14.96""",,,"1,728 units",,,,http://p2.glwholesale.com/l/8816826209.jpg
Ski Hat Ribbed Assorted Solid Colors,,8816830023,088168300231,Winter Hats,144/1 CT,1 lbs,"9.06"" x 1.97"" x 14.17""",,,0 units,,,,http://p2.glwholesale.com/l/8816830023.jpg
NYLON/CANVAS FOAMING CLEANSER,,91728P,717064405657,Footwear & Shoe Care,12/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/91728P.jpg
Men's White Crew Sock 9-11,,972-1,701953309720,Socks,180/1 PR,2 lbs,"7.48"" x 9.84"" x 5.51""",,,"4,500 units",,,,http://p2.glwholesale.com/l/972-1.jpg
HUNTER ORANGE GLOVES,,70143G,821472701437,Winter Gloves & Mittens,240/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/70143G.jpg
CAMO BOMBER HAT,,70150H,821472701505,Winter Hats,120/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/70150H.jpg
Heavy Duty Rain Poncho,3490,77500,039593775002,Rain Gear,72/EACH,24 lbs,"13.78"" x 12.20"" x 18.90""",0.300 lbs,"492.13"" x 541.34"" x 757.87","2,304 units",,,,http://p2.glwholesale.com/l/77500.jpg
Girls Tights Assorted Colors and Sizes,,4963377404,04963300850,Hosiery,144/1 PR,1 lbs,"7.87"" x 7.87"" x 3.15""",,,0 units,,,,http://p2.glwholesale.com/l/4963377404.jpg
Men's 10-13 White Crew Sock with Grey Heel & Toe,3476,601-1,701953306019,Socks,180/1 PR,2 lbs,"7.48"" x 4.33"" x 9.06""",,,"4,500 units",,,,http://p2.glwholesale.com/l/601-1.jpg
ALUMINUM WALLET,3482,640002,792215640002,"Handbags, Purses & Totes",48/EACH,8 lbs,"11.02"" x 13.39"" x 5.12""",,,0 units,,,,http://p2.glwholesale.com/l/640002.jpg
TRI-FOLD UMBRELLA 8 PANEL ASST,3488,650056,792215650056,Rain Gear,48/EACH,26 lbs,"7.48"" x 17.72"" x 9.06""",,,0 units,,,,http://p2.glwholesale.com/l/650056.jpg
HI-VIS YELLOW LATEX DIP GLOVE,,4729HYXL,744897124424,Utility/Work Gloves,144/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/4729HYXL.jpg
HI-VIS ORANGE LATEX DIP GLOVE,,4729HOL,744897124356,Utility/Work Gloves,144/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/4729HOL.jpg
HI-VIS ORANGE LATEX DIP GLOVE,,4729HOXL,744897124387,Utility/Work Gloves,144/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/4729HOXL.jpg
HI-VIS YELLOW LATEX DIP GLOVE,,4729HYL,744897124394,Utility/Work Gloves,144/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/4729HYL.jpg
BLUE NITRILE DIPPED GLOVE LARG,,4631QBLL,744897133570,Utility/Work Gloves,144/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/4631QBLL.jpg
BLUE NITRILE DIPPED GLOVE -XL,,4631QBLXL,744897133600,Utility/Work Gloves,144/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/4631QBLXL.jpg
RED NITRILE DIPPED GLOVE LARGE,,4631QRDL,744897133495,Utility/Work Gloves,144/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/4631QRDL.jpg
RED NITRILE DIPPED GLOVE XL,,4631QRDXL,744897133525,Utility/Work Gloves,144/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/4631QRDXL.jpg
Brown Jersey Glove,3450,4489705548,744897045486,Utility/Work Gloves,300/1 PR,1 lbs,"11.81"" x 3.94"" x 5.12""",,,"7,200 units",,,,http://p2.glwholesale.com/l/4489705548.jpg
Brown Jersey Glove 2 Pair Value Pack,3452,4503RMQ,744897045293,Utility/Work Gloves,100/2 PR,1 lbs,"4.33"" x 3.94"" x 11.02""",,,"5,000 units",,,,http://p2.glwholesale.com/l/4503RMQ.jpg
BROWN JERSEY GLOVES w\TAG,,4503RMQBG,744897045316,Utility/Work Gloves,300/EACH,,,,,"8,400 units",,,,http://p2.glwholesale.com/l/4503RMQBG.jpg
DZN MULTI COLORED STRING KNIT,,4517TML,,Utility/Work Gloves,1/EACH,,,,,0 units,,,,http://p2.glwholesale.com/l/4517TML.jpg
Green Chore Heavy Duty Work Glove,3442,4206QBG,744897045224,Utility/Work Gloves,120/1 PR,2 lbs,"5.91"" x 11.02"" x 9.45""",,,"3,840 units",,,,http://p2.glwholesale.com/l/4206QBG.jpg
Red Lined Knit Wrist Heavy Jersey Glove,3444,4303RMBG,744897091696,Utility/Work Gloves,120/1 PR,29 lbs,"11.81"" x 5.12"" x 9.84""",,,"2,400 units",,,,http://p2.glwholesale.com/l/4303RMBG.jpg
Red Lined Open Cuff Heavy Jersey Glove,3446,4308QRMBG,744897045507,Utility/Work Gloves,120/1 PR,2 lbs,"11.02"" x 5.12"" x 7.87""",,,"2,400 units",,,,http://p2.glwholesale.com/l/4308QRMBG.jpg
White Glove With 2-Sided Grip Dots 2 Pair Value Pa,3448,4489704547,744897045477,Utility/Work Gloves,100/2 PR,3 lbs,"11.02"" x 9.06"" x 5.12""",,,"1,600 units",,,,http://p2.glwholesale.com/l/4489704547.jpg
Beanie Hat Acrylic Solid Black Only - BEST DEAL (also use code 24311WW),,30006WW,088168300064,Winter Hats,144/1 CT,2 lbs,"14.96"" x 10.24"" x 27.17""",,,"1,728 units",United States,,,http://p2.glwholesale.com/l/30006WW.jpg
REVERSIBLE FLEECE NECK GAITER,3480,35907,039593359073,Winter Scarves & Earcovers,48/EACH,13 lbs,"12.60"" x 18.50"" x 19.29""",,,0 units,,,,http://p2.glwholesale.com/l/35907.jpg
Baseball Caps - Assorted within master case,,382276BB,766904382276,"Hats, Headwear & Misc.",144/EA,,,,,"2,880 units",,,,http://p2.glwholesale.com/l/382276BB.jpg
Yellow Chore Heavy Duty Work Glove,3440,4203QBG,744897014961,Utility/Work Gloves,120/1 PR,3 lbs,"9.84"" x 5.12"" x 11.42""",,,"3,840 units",,,,http://p2.glwholesale.com/l/4203QBG.jpg
Ear Muffs X-tra thick Assorted Colors/ Mostly BLACK,,26225WW,088168262256,Winter Scarves & Earcovers,144/1 CT,14 lbs,"11.81"" x 14.96"" x 21.65""",,,"2,592 units",,,,http://p2.glwholesale.com/l/26225WW.jpg
Magic Gloves 2 pack Assorted - GREAT VALUE 2 PAIR PACK,,26223WW,088168262232,Winter Gloves & Mittens,144/1 PR,2 lbs,"13.78"" x 13.78"" x 17.72""",,,0 units,,,,http://p2.glwholesale.com/l/26223WW.jpg
Winter Hat NYC Embroidered Design ASsorted Colors,,28905WW,088168289055,Winter Hats,144/1 CT,2 lbs,"14.96"" x 8.66"" x 27.56""",,,0 units,,,,http://p2.glwholesale.com/l/28905WW.jpg
Mohawk Helmet Hat with Fleece Lining Assorted,,29977WW,088168299771,Winter Hats,144/1 CT,2 lbs,"20.87"" x 23.62"" x 25.59""",,,0 units,,,,http://p2.glwholesale.com/l/29977WW.jpg
Women's Assorted Fleece Gloves,,26004WW,088168260047,Winter Gloves & Mittens,144/1 PR,18 lbs,"15.75"" x 18.90"" x 18.11""",,,"51,840 units",,,,http://p2.glwholesale.com/l/26004WW.jpg
Ear Muffs Super Soft Fashion Camoflauge Assorted,,26017WW,088168260177,Winter Scarves & Earcovers,144/1 CT,13 lbs,"11.81"" x 15.75"" x 15.75""",,,"2,592 units",,,,http://p2.glwholesale.com/l/26017WW.jpg
Magic Glove Assorted Colors,,26127WW,088168261273,Winter Gloves & Mittens,240/1 PR,18 lbs,"12.60"" x 15.75"" x 17.72""",,,"4,320 units",,,,http://p2.glwholesale.com/l/26127WW.jpg
Magic Glove w/Grip Dots Assorted colors - adults,,26129WW,088168261297,Winter Gloves & Mittens,144/1 PR,14 lbs,"12.60"" x 10.24"" x 17.72""",,,0 units,,,,http://p2.glwholesale.com/l/26129WW.jpg
Winter Hat Cuff NYC w/POM POM Assorted Colors,,24320WW,088168243200,Winter Hats,72/1 CT,3 lbs,"11.42"" x 11.81"" x 22.05""",,,0 units,,,,http://p2.glwholesale.com/l/24320WW.jpg
Winter Knit Gloves Black,,24333WW,088168243330,Winter Gloves & Mittens,144/1 PR,18 lbs,"13.78"" x 12.60"" x 19.69""",,,0 units,,,,http://p2.glwholesale.com/l/24333WW.jpg
Magic Glove Assorted Colors Snowflake,,24330WW,088168243309,Winter Gloves & Mittens,240/1 PR,11 lbs,"11.81"" x 9.84"" x 17.72""",,,"4,320 units",,,,http://p2.glwholesale.com/l/24330WW.jpg
Winter Beanie Hat - assorted colors,,24399WW,8816824399,Winter Hats,144/1 CT,24 lbs,"15.75"" x 13.78"" x 19.69""",,,0 units,,,,http://p2.glwholesale.com/l/24399WW.jpg
Winter Hat & Mitten Set - assorted prints,,24308WW,088168243088,Winter Scarves & Earcovers,60/2 PC,8 lbs,"9.84"" x 13.78"" x 15.35""",,,0 units,,,,http://p2.glwholesale.com/l/24308WW.jpg
Kids Hat & Mitten Set Asorted Prints,,24309WW,088168243095,Winter Scarves & Earcovers,60/2 PC,8 lbs,"9.84"" x 13.78"" x 15.35""",,,0 units,,,,http://p2.glwholesale.com/l/24309WW.jpg
Hat Beanie Acrylic Black Only,,24311WW,088168243118,Winter Hats,144/1 CT,20 lbs,"14.96"" x 11.02"" x 27.17""",,,0 units,,,,http://p2.glwholesale.com/l/24311WW.jpg
Winter Hat w/Pom Pom's  in assorted colors,,24314WW,088168243149,Winter Hats,72/1 CT,3 lbs,"14.96"" x 8.66"" x 22.83""",,,0 units,,,,http://p2.glwholesale.com/l/24314WW.jpg
SUEDE GLOVES W/STRAP - MENS ASS'T COLOR,,22353WW,088168223530,Winter Scarves & Earcovers,144/PAIR,4 lbs,"9.45"" x 35.04"" x 12.99""",,,"1,440 units",,,,http://p2.glwholesale.com/l/22353WW.jpg
Winter Knit Gloves Black,,24081WW,088168240810,Winter Gloves & Mittens,144/1 PR,18 lbs,"13.78"" x 12.60"" x 19.69""",,,0 units,,,,http://p2.glwholesale.com/l/24081WW.jpg
WINTER GLOVES,,24092WW,088168240926,Winter Scarves & Earcovers,72/PAIR,2 lbs,"14.96"" x 11.02"" x 19.69""",,,0 units,,,,http://p2.glwholesale.com/l/24092WW.jpg
TOUCH SCREEN GLOVES - ASSORTED COLORS,,24127WW,088168241275,Winter Gloves & Mittens,144/1 PR,18 lbs,"13.78"" x 13.78"" x 19.69""",,,0 units,,,,http://p2.glwholesale.com/l/24127WW.jpg
Diabetic Quarter Sock White 10-13,3472,159W,701953101591,Socks,180/1 PR,2 lbs,"1.97"" x 7.87"" x 14.57""",,,"4,500 units",,,,http://p2.glwholesale.com/l/159W.jpg
Diabetic Quarter Sock White 9-11,3474,159WD,701953201598,Socks,180/1 PR,2 lbs,"6.69"" x 5.12"" x 8.66""",,,"4,500 units",,,,http://p2.glwholesale.com/l/159WD.jpg
Headband Fleece with Ear Cover Assorted Colors,,21011WW,088168210110,Winter Scarves & Earcovers,144/1 CT,13 lbs,"10.63"" x 11.02"" x 18.90""",,,"2,880 units",,,,http://p2.glwholesale.com/l/21011WW.jpg
Scarf Plaid Cashmere Feel Winter Assorted,,21014WW,088168210141,Winter Scarves & Earcovers,144/1 CT,26 lbs,"16.54"" x 15.75"" x 23.62""",,,"1,728 units",,,,http://p2.glwholesale.com/l/21014WW.jpg
Diabetic Crew Sock Navy 10-13,3464,134N,701953101348,Socks,180/1 PR,2 lbs,"7.09"" x 3.94"" x 9.84""",,,"4,500 units",,,,http://p2.glwholesale.com/l/134N.jpg
Diabetic Crew Sock White 10-13,3466,134W,7019531013485,Socks,180/1 PR,2 lbs,"6.69"" x 5.12"" x 8.66""",,,"4,500 units",,,,http://p2.glwholesale.com/l/134W.jpg
Diabetic Crew Sock White 9-11,3468,134WD,701953201345,Socks,180/1 PR,2 lbs,"6.69"" x 5.12"" x 8.66""",,,"4,500 units",,,,http://p2.glwholesale.com/l/134WD.jpg
Diabetic Quarter Sock Black 9-11,3470,159B,701953201598,Socks,180/1 PR,2 lbs,"7.87"" x 3.54"" x 12.99""",,,"4,500 units",,,,http://p2.glwholesale.com/l/159B.jpg
Diabetic Crew Sock Black 9-11,3456,134B,701953201345,Socks,180/1 PR,2 lbs,"6.69"" x 5.12"" x 8.66""",,,"4,500 units",,,,http://p2.glwholesale.com/l/134B.jpg
Diabetic Crew Sock Black 10-13,3458,134BD,701953101348,Socks,180/1 PR,2 lbs,"7.87"" x 4.33"" x 9.06""",,,"4,500 units",,,,http://p2.glwholesale.com/l/134BD.jpg
Diabetic Crew Sock Grey 10-13,3460,134G,701953101348,Socks,180/1 PR,2 lbs,"7.09"" x 4.33"" x 9.84""",,,"4,500 units",,,,http://p2.glwholesale.com/l/134G.jpg
Diabetic Crew Sock Grey 9-11,3462,134GD,701953201345,Socks,180/1 PR,2 lbs,"7.48"" x 4.33"" x 9.06""",,,"4,500 units",,,,http://p2.glwholesale.com/l/134GD.jpg
